outbreak_type,causative_agent,start,end,institution,duration
Respiratory,Coronavirus,2021-01-02,2021-01-07,Acute Care,5
Respiratory,Coronavirus,2021-01-02,2021-02-16,LTCH,45
Respiratory,Coronavirus,2021-01-01,2021-02-14,Retirement Home,44
Respiratory,Coronavirus,2021-01-01,2021-02-14,LTCH,44
Respiratory,Coronavirus,2021-01-01,2021-02-02,Chronic Care,32
Respiratory,Coronavirus,2021-01-01,2021-02-19,LTCH,49
Respiratory,Coronavirus,2020-12-31,2021-01-15,Chronic Care,15
Respiratory,Coronavirus,2020-12-31,2021-01-16,Acute Care,16
Respiratory,Coronavirus,2020-12-31,2021-02-01,LTCH,32
Respiratory,Coronavirus,2020-12-31,2021-02-23,LTCH,54
Respiratory,Coronavirus,2020-12-30,2021-01-11,Acute Care,12
Respiratory,Coronavirus,2020-12-30,2021-01-14,Retirement Home,15
Respiratory,Coronavirus,2020-12-30,2021-01-19,LTCH,20
Respiratory,Coronavirus,2020-12-30,2021-01-19,LTCH,20
Respiratory,Coronavirus,2020-12-30,2021-01-22,Retirement Home,23
Respiratory,Coronavirus,2020-12-30,2021-02-13,LTCH,45
Respiratory,Coronavirus,2020-12-29,2021-01-12,Acute Care,14
Respiratory,Coronavirus,2020-12-29,2021-02-10,LTCH,43
Respiratory,Coronavirus,2020-12-29,2021-02-14,Retirement Home,47
Respiratory,Coronavirus,2020-12-29,2021-02-24,LTCH,57
Respiratory,Coronavirus,2020-12-27,2021-01-30,Chronic Care,34
Respiratory,Coronavirus,2020-12-27,2021-02-14,LTCH,49
Respiratory,Coronavirus,2020-12-27,2021-02-21,LTCH,56
Respiratory,Coronavirus,2020-12-26,2021-01-22,Retirement Home,27
Respiratory,Coronavirus,2020-12-26,2021-02-06,Retirement Home,42
Respiratory,Coronavirus,2020-12-25,2021-01-13,LTCH,19
Respiratory,Coronavirus,2020-12-25,2021-02-02,LTCH,39
Respiratory,Coronavirus,2020-12-25,2021-02-11,LTCH,48
Respiratory,Coronavirus,2020-12-24,2021-01-15,LTCH,22
Respiratory,Coronavirus,2020-12-24,2021-01-18,LTCH,25
Respiratory,Coronavirus,2020-12-24,2021-01-19,Acute Care,26
Respiratory,Coronavirus,2020-12-24,2021-02-08,Acute Care,46
Respiratory,Coronavirus,2020-12-23,2021-01-20,Acute Care,28
Respiratory,Coronavirus,2020-12-23,2021-01-22,Chronic Care,30
Respiratory,Coronavirus,2020-12-23,2021-03-12,LTCH,79
Respiratory,Coronavirus,2020-12-22,2021-01-05,Acute Care,14
Respiratory,Coronavirus,2020-12-22,2021-01-20,LTCH,29
Respiratory,Coronavirus,2020-12-22,2021-02-22,LTCH,62
Respiratory,Unknown,2020-12-22,2021-01-04,LTCH,13
Respiratory,Coronavirus,2020-12-21,2021-01-05,Acute Care,15
Respiratory,Coronavirus,2020-12-21,2021-01-07,Chronic Care,17
Respiratory,Coronavirus,2020-12-21,2021-01-16,LTCH,26
Respiratory,Coronavirus,2020-12-21,2021-01-21,Retirement Home,31
Respiratory,Coronavirus,2020-12-21,2021-01-26,Chronic Care,36
Respiratory,Coronavirus,2020-12-20,2021-01-16,LTCH,27
Respiratory,Coronavirus,2020-12-20,2021-02-16,Retirement Home,58
Respiratory,Coronavirus,2020-12-18,2021-02-01,LTCH,45
Respiratory,Coronavirus,2020-12-18,2021-03-23,LTCH,95
Respiratory,Coronavirus,2020-12-17,2020-12-29,Acute Care,12
Respiratory,Coronavirus,2020-12-17,2020-12-30,Acute Care,13
Respiratory,Coronavirus,2020-12-17,2021-01-07,Chronic Care,21
Respiratory,Coronavirus,2020-12-17,2021-01-27,Chronic Care,41
Respiratory,Coronavirus,2020-12-17,2021-02-22,Retirement Home,67
Respiratory,Coronavirus,2020-12-16,2020-12-17,LTCH,1
Respiratory,Coronavirus,2020-12-16,2021-01-04,Retirement Home,19
Respiratory,Coronavirus,2020-12-15,2020-12-28,Acute Care,13
Respiratory,Coronavirus,2020-12-15,2021-01-04,LTCH,20
Respiratory,Coronavirus,2020-12-15,2021-01-21,LTCH,37
Respiratory,Coronavirus,2020-12-15,2021-02-04,LTCH,51
Respiratory,Coronavirus,2020-12-14,2021-01-05,LTCH,22
Respiratory,Coronavirus,2020-12-13,2020-12-26,Chronic Care,13
Respiratory,Coronavirus,2020-12-13,2021-01-29,LTCH,47
Respiratory,Coronavirus,2020-12-13,2021-02-05,Retirement Home,54
Respiratory,Coronavirus,2020-12-13,2021-02-19,LTCH,68
Respiratory,Coronavirus,2020-12-10,2021-01-01,Acute Care,22
Respiratory,Coronavirus,2020-12-09,2020-12-25,Retirement Home,16
Respiratory,Coronavirus,2020-12-09,2021-02-26,LTCH,79
Respiratory,Coronavirus,2020-12-08,2020-12-17,Acute Care,9
Respiratory,Coronavirus,2020-12-08,2021-01-14,LTCH,37
Respiratory,Coronavirus,2020-12-08,2021-02-19,LTCH,73
Respiratory,Coronavirus,2020-12-07,2020-12-22,Retirement Home,15
Respiratory,Coronavirus,2020-12-07,2021-01-07,Retirement Home,31
Respiratory,Coronavirus,2020-12-07,2021-01-21,Chronic Care,45
Respiratory,Coronavirus,2020-12-07,2021-03-01,Retirement Home,84
Respiratory,Coronavirus,2020-12-06,2020-12-24,LTCH,18
Respiratory,Coronavirus,2020-12-06,2020-12-24,Retirement Home,18
Respiratory,Coronavirus,2020-12-05,2020-12-22,Acute Care,17
Respiratory,Coronavirus,2020-12-05,2020-12-26,Acute Care,21
Respiratory,Coronavirus,2020-12-05,2020-12-29,LTCH,24
Respiratory,Coronavirus,2020-12-05,2021-01-03,Chronic Care,29
Respiratory,Coronavirus,2020-12-05,2021-01-27,Retirement Home,53
Respiratory,Coronavirus,2020-12-04,2020-12-22,Acute Care,18
Respiratory,Coronavirus,2020-12-04,2021-02-01,LTCH,59
Respiratory,Coronavirus,2020-12-04,2021-02-07,LTCH,65
Respiratory,Coronavirus,2020-12-03,2021-01-21,LTCH,49
Respiratory,Coronavirus,2020-12-02,2020-12-16,Psychiatric,14
Respiratory,Coronavirus,2020-11-30,2020-12-13,Chronic Care,13
Respiratory,Coronavirus,2020-11-30,2020-12-16,Acute Care,16
Respiratory,Coronavirus,2020-11-30,2021-01-02,Acute Care,33
Respiratory,Coronavirus,2020-11-28,2020-12-04,Acute Care,6
Respiratory,Coronavirus,2020-11-28,2020-12-14,LTCH,16
Respiratory,Coronavirus,2020-11-28,2020-12-14,Acute Care,16
Respiratory,Coronavirus,2020-11-27,2020-12-08,Acute Care,11
Respiratory,Coronavirus,2020-11-27,2020-12-08,Retirement Home,11
Respiratory,Coronavirus,2020-11-27,2020-12-20,Acute Care,23
Respiratory,Coronavirus,2020-11-27,2021-01-18,LTCH,52
Respiratory,Coronavirus,2020-11-27,2021-02-10,LTCH,75
Respiratory,Coronavirus,2020-11-26,2020-12-29,Retirement Home,33
Respiratory,Coronavirus,2020-11-26,2021-01-29,Retirement Home,64
Enteric,Unknown,2020-11-26,2020-11-30,Acute Care,4
Respiratory,Coronavirus,2020-11-25,2020-12-08,Acute Care,13
Respiratory,Coronavirus,2020-11-25,2020-12-11,Retirement Home,16
Respiratory,Coronavirus,2020-11-25,2020-12-29,Acute Care,34
Respiratory,Coronavirus,2020-11-24,2020-12-08,Psychiatric,14
Respiratory,Coronavirus,2020-11-24,2020-12-19,Acute Care,25
Respiratory,Coronavirus,2020-11-23,2020-11-26,Retirement Home,3
Respiratory,Coronavirus,2020-11-23,2020-12-17,LTCH,24
Respiratory,Coronavirus,2020-11-23,2020-12-24,Chronic Care,31
Respiratory,Coronavirus,2020-11-23,2021-02-10,LTCH,79
Respiratory,Coronavirus,2020-11-23,2021-02-17,LTCH,86
Respiratory,Coronavirus,2020-11-20,2020-12-04,Acute Care,14
Respiratory,Coronavirus,2020-11-20,2020-12-17,Retirement Home,27
Respiratory,Coronavirus,2020-11-20,2021-01-04,LTCH,45
Respiratory,Coronavirus,2020-11-20,2021-02-16,LTCH,88
Respiratory,Coronavirus,2020-11-19,2020-11-27,Acute Care,8
Respiratory,Coronavirus,2020-11-19,2020-12-02,LTCH,13
Respiratory,Coronavirus,2020-11-19,2021-01-16,LTCH,58
Respiratory,Coronavirus,2020-11-19,2021-02-26,LTCH,99
Respiratory,Coronavirus,2020-11-17,2020-12-04,LTCH,17
Respiratory,Coronavirus,2020-11-16,2020-12-10,Retirement Home,24
Respiratory,Coronavirus,2020-11-14,2020-12-11,Retirement Home,27
Respiratory,Coronavirus,2020-11-13,2020-11-25,Acute Care,12
Respiratory,Coronavirus,2020-11-13,2020-11-25,Retirement Home,12
Respiratory,Coronavirus,2020-11-13,2020-12-14,Retirement Home,31
Respiratory,Coronavirus,2020-11-12,2020-11-26,Psychiatric,14
Respiratory,Coronavirus,2020-11-12,2020-12-28,LTCH,46
Respiratory,Coronavirus,2020-11-12,2021-02-06,LTCH,86
Respiratory,Coronavirus,2020-11-11,2020-11-27,Chronic Care,16
Respiratory,Coronavirus,2020-11-10,2020-11-25,Acute Care,15
Respiratory,Coronavirus,2020-11-09,2020-11-29,Chronic Care,20
Respiratory,Coronavirus,2020-11-09,2020-12-24,LTCH,45
Respiratory,Coronavirus,2020-11-07,2020-11-28,LTCH,21
Respiratory,Coronavirus,2020-11-06,2020-11-09,Acute Care,3
Respiratory,Coronavirus,2020-11-06,2020-12-02,Acute Care,26
Respiratory,Coronavirus,2020-11-05,2020-11-20,Psychiatric,15
Respiratory,Coronavirus,2020-11-05,2020-12-02,Chronic Care,27
Respiratory,Coronavirus,2020-11-04,2020-11-18,Retirement Home,14
Respiratory,Coronavirus,2020-11-04,2020-11-16,Acute Care,12
Respiratory,Coronavirus,2020-11-04,2020-11-24,LTCH,20
Respiratory,Coronavirus,2020-11-04,2020-12-30,LTCH,56
Respiratory,Coronavirus,2020-11-04,2021-01-14,Retirement Home,71
Respiratory,Coronavirus,2020-11-03,2020-11-17,Chronic Care,14
Respiratory,Coronavirus,2020-11-03,2020-12-03,LTCH,30
Respiratory,Coronavirus,2020-11-03,2020-12-21,LTCH,48
Respiratory,Coronavirus,2020-11-03,2021-02-17,LTCH,106
Enteric,Unknown,2020-11-03,2020-11-11,LTCH,8
Respiratory,Coronavirus,2020-11-02,2020-11-23,LTCH,21
Respiratory,Coronavirus,2020-11-02,2020-12-15,LTCH,43
Respiratory,Coronavirus,2020-11-01,2020-11-16,LTCH,15
Respiratory,Coronavirus,2020-11-01,2020-11-26,Acute Care,25
Respiratory,Coronavirus,2020-11-01,2020-12-26,Retirement Home,55
Respiratory,Coronavirus,2020-10-30,2020-11-14,Acute Care,15
Respiratory,Coronavirus,2020-10-30,2020-11-15,Retirement Home,16
Respiratory,Coronavirus,2020-10-30,2020-12-24,LTCH,55
Respiratory,Coronavirus,2020-10-29,2020-12-10,LTCH,42
Respiratory,Coronavirus,2020-10-27,2020-11-12,Acute Care,16
Respiratory,Coronavirus,2020-10-27,2020-11-27,Acute Care,31
Respiratory,Coronavirus,2020-10-26,2020-11-15,LTCH,20
Respiratory,Coronavirus,2020-10-26,2020-11-19,Chronic Care,24
Respiratory,Coronavirus,2020-10-25,2020-11-07,Retirement Home,13
Respiratory,Coronavirus,2020-10-25,2020-11-09,Acute Care,15
Respiratory,Coronavirus,2020-10-25,2020-11-10,LTCH,16
Respiratory,Coronavirus,2020-10-25,2021-01-22,LTCH,89
Respiratory,Coronavirus,2020-10-23,2020-11-06,Acute Care,14
Respiratory,Coronavirus,2020-10-23,2020-11-09,Psychiatric,17
Respiratory,Coronavirus,2020-10-23,2020-11-14,LTCH,22
Respiratory,Coronavirus,2020-10-23,2020-12-07,Retirement Home,45
Respiratory,Coronavirus,2020-10-23,2021-02-26,LTCH,126
Respiratory,Coronavirus,2020-10-22,2020-11-08,Acute Care,17
Respiratory,Coronavirus,2020-10-22,2020-11-16,LTCH,25
Respiratory,Coronavirus,2020-10-22,2020-11-20,LTCH,29
Respiratory,Coronavirus,2020-10-22,2020-12-17,LTCH,56
Respiratory,Coronavirus,2020-10-21,2020-11-04,LTCH,14
Respiratory,Coronavirus,2020-10-21,2020-11-06,Chronic Care,16
Respiratory,Coronavirus,2020-10-21,2020-11-14,LTCH,24
Respiratory,Coronavirus,2020-10-20,2020-11-02,Acute Care,13
Respiratory,Coronavirus,2020-10-20,2020-11-06,Acute Care,17
Respiratory,Coronavirus,2020-10-20,2020-11-15,Retirement Home,26
Respiratory,Coronavirus,2020-10-20,2020-12-24,LTCH,65
Respiratory,Coronavirus,2020-10-19,2020-11-09,LTCH,21
Respiratory,Coronavirus,2020-10-19,2020-11-23,Retirement Home,35
Respiratory,Coronavirus,2020-10-18,2020-11-18,Psychiatric,31
Respiratory,Coronavirus,2020-10-18,2020-11-20,LTCH,33
Respiratory,Coronavirus,2020-10-16,2020-10-28,Acute Care,12
Respiratory,Coronavirus,2020-10-15,2020-10-31,Acute Care,16
Respiratory,Coronavirus,2020-10-15,2020-11-01,Acute Care,17
Respiratory,Coronavirus,2020-10-15,2021-01-19,LTCH,96
Respiratory,Coronavirus,2020-10-14,2020-10-23,Acute Care,9
Respiratory,Coronavirus,2020-10-14,2020-11-19,LTCH,36
Respiratory,Coronavirus,2020-10-13,2020-10-21,Chronic Care,8
Respiratory,Coronavirus,2020-10-13,2020-10-30,Retirement Home,17
Respiratory,Coronavirus,2020-10-13,2020-10-30,Retirement Home,17
Respiratory,Coronavirus,2020-10-13,2020-10-31,LTCH,18
Respiratory,Coronavirus,2020-10-13,2020-11-03,LTCH,21
Respiratory,Coronavirus,2020-10-13,2020-11-11,LTCH,29
Respiratory,Coronavirus,2020-10-13,2020-12-04,LTCH,52
Respiratory,Coronavirus,2020-10-12,2020-11-01,LTCH,20
Respiratory,Coronavirus,2020-10-12,2020-12-26,LTCH,75
Respiratory,Coronavirus,2020-10-10,2020-10-24,LTCH,14
Respiratory,Coronavirus,2020-10-10,2020-11-27,LTCH,48
Respiratory,Coronavirus,2020-10-09,2020-10-24,LTCH,15
Respiratory,Coronavirus,2020-10-06,2020-10-19,Acute Care,13
Respiratory,Unknown,2020-10-06,2020-10-14,LTCH,8
Respiratory,Coronavirus,2020-10-04,2020-10-30,Retirement Home,26
Respiratory,Coronavirus,2020-10-02,2020-10-16,LTCH,14
Respiratory,Coronavirus,2020-10-02,2020-10-23,Acute Care,21
Respiratory,Coronavirus,2020-10-02,2020-12-16,LTCH,75
Respiratory,Coronavirus,2020-10-01,2020-10-16,LTCH,15
Respiratory,Coronavirus,2020-09-28,2020-10-10,Retirement Home,12
Respiratory,Coronavirus,2020-09-28,2020-10-21,LTCH,23
Respiratory,Coronavirus,2020-09-27,2020-11-21,LTCH,55
Respiratory,Unknown,2020-09-27,2020-10-15,LTCH,18
Respiratory,Coronavirus,2020-09-26,2020-10-20,Retirement Home,24
Respiratory,Rhinovirus,2020-09-25,2020-11-12,LTCH,48
Respiratory,Coronavirus,2020-09-25,2020-10-02,Retirement Home,7
Respiratory,Coronavirus,2020-09-24,2020-10-16,LTCH,22
Respiratory,Coronavirus,2020-09-21,2020-10-20,LTCH,29
Enteric,Clostridium Difficile,2020-09-19,2020-10-05,Acute Care,16
Respiratory,Coronavirus,2020-09-17,2020-10-07,LTCH,20
Respiratory,Coronavirus,2020-09-17,2020-12-04,LTCH,78
Respiratory,Coronavirus,2020-09-15,2020-10-30,LTCH,45
Enteric,Unknown,2020-09-13,2020-09-18,LTCH,5
Respiratory,Coronavirus,2020-09-06,2020-09-21,LTCH,15
Respiratory,Coronavirus,2020-09-03,2020-09-23,Retirement Home,20
Respiratory,Coronavirus,2020-08-27,2020-10-07,LTCH,41
Respiratory,Coronavirus,2020-08-25,2020-09-11,LTCH,17
Respiratory,Coronavirus,2020-08-23,2020-09-06,Acute Care,14
Respiratory,Unknown,2020-08-15,2020-08-18,Chronic Care,3
Enteric,Unknown,2020-08-05,2020-08-12,LTCH,7
Respiratory,Coronavirus,2020-08-02,2020-08-17,LTCH,15
Respiratory,Coronavirus,2020-07-25,2020-08-15,LTCH,21
Enteric,Unknown,2020-07-25,2020-08-21,LTCH,27
Respiratory,Unknown,2020-07-15,2020-07-29,LTCH,14
Enteric,Unknown,2020-07-12,2020-07-28,LTCH,16
Respiratory,Coronavirus,2020-07-01,2020-07-13,Chronic Care,12
Respiratory,Coronavirus,2020-06-30,2020-07-03,Retirement Home,3
Respiratory,Coronavirus,2020-06-30,2020-07-17,Chronic Care,17
Respiratory,Coronavirus,2020-06-30,2020-08-14,Acute Care,45
Enteric,Unknown,2020-06-30,2020-07-07,LTCH,7
Respiratory,Coronavirus,2020-06-27,2020-07-11,LTCH,14
Respiratory,Coronavirus,2020-06-26,2020-07-10,LTCH,14
Respiratory,Coronavirus,2020-06-25,2020-07-09,LTCH,14
Enteric,Unknown,2020-06-25,2020-07-07,LTCH,12
Respiratory,Coronavirus,2020-06-24,2020-07-11,LTCH,17
Respiratory,Coronavirus,2020-06-23,2020-07-20,Acute Care,27
Respiratory,Coronavirus,2020-06-18,2020-06-30,LTCH,12
Respiratory,Coronavirus,2020-06-17,2020-07-13,Acute Care,26
Respiratory,Coronavirus,2020-06-16,2020-06-28,LTCH,12
Respiratory,Coronavirus,2020-06-16,2020-06-30,LTCH,14
Respiratory,Coronavirus,2020-06-15,2020-06-27,LTCH,12
Respiratory,Coronavirus,2020-06-13,2020-06-27,LTCH,14
Respiratory,Coronavirus,2020-06-12,2020-06-26,LTCH,14
Respiratory,Coronavirus,2020-06-10,2020-07-03,LTCH,23
Respiratory,Coronavirus,2020-06-10,2020-07-13,LTCH,33
Respiratory,Coronavirus,2020-06-10,2020-08-07,LTCH,58
Respiratory,Coronavirus,2020-06-05,2020-06-20,LTCH,15
Respiratory,Coronavirus,2020-06-05,2020-06-23,LTCH,18
Respiratory,Coronavirus,2020-06-03,2020-06-22,Retirement Home,19
Respiratory,Coronavirus,2020-06-02,2020-07-03,Retirement Home,31
Respiratory,Coronavirus,2020-06-01,2020-06-12,LTCH,11
Respiratory,Coronavirus,2020-06-01,2020-06-13,LTCH,12
Respiratory,Unknown,2020-06-01,2020-06-22,LTCH,21
Respiratory,Coronavirus,2020-05-28,2020-06-06,Retirement Home,9
Respiratory,Coronavirus,2020-05-28,2020-06-07,LTCH,10
Respiratory,Coronavirus,2020-05-28,2020-06-10,LTCH,13
Respiratory,Coronavirus,2020-05-28,2020-07-04,LTCH,37
Respiratory,Coronavirus,2020-05-27,2020-07-17,LTCH,51
Respiratory,Coronavirus,2020-05-26,2020-06-10,Retirement Home,15
Respiratory,Coronavirus,2020-05-26,2020-06-15,LTCH,20
Respiratory,Coronavirus,2020-05-22,2020-06-12,LTCH,21
Respiratory,Coronavirus,2020-05-22,2020-06-12,Chronic Care,21
Respiratory,Coronavirus,2020-05-21,2020-06-04,Retirement Home,14
Respiratory,Coronavirus,2020-05-19,2020-06-06,Acute Care,18
Respiratory,Coronavirus,2020-05-18,2020-06-07,LTCH,20
Respiratory,Coronavirus,2020-05-17,2020-07-01,LTCH,45
Respiratory,Coronavirus,2020-05-15,2020-05-18,LTCH,3
Respiratory,Coronavirus,2020-05-15,2020-05-27,LTCH,12
Respiratory,Coronavirus,2020-05-14,2020-06-14,LTCH,31
Respiratory,Coronavirus,2020-05-13,2020-05-18,LTCH,5
Respiratory,Coronavirus,2020-05-13,2020-05-22,Acute Care,9
Respiratory,Coronavirus,2020-05-13,2020-05-25,Chronic Care,12
Respiratory,Coronavirus,2020-05-13,2020-06-18,LTCH,36
Respiratory,Coronavirus,2020-05-13,2020-06-22,LTCH,40
Respiratory,Coronavirus,2020-05-13,2020-07-03,Retirement Home,51
Respiratory,Coronavirus,2020-05-12,2020-05-23,LTCH,11
Respiratory,Coronavirus,2020-05-12,2020-05-25,LTCH,13
Respiratory,Coronavirus,2020-05-12,2020-05-26,Retirement Home,14
Respiratory,Coronavirus,2020-05-12,2020-05-31,LTCH,19
Respiratory,Coronavirus,2020-05-09,2020-05-20,Retirement Home,11
Respiratory,Coronavirus,2020-05-09,2020-05-28,Chronic Care,19
Respiratory,Coronavirus,2020-05-08,2020-05-23,Retirement Home,15
Respiratory,Coronavirus,2020-05-08,2020-06-01,Acute Care,24
Respiratory,Coronavirus,2020-05-07,2020-05-31,Retirement Home,24
Respiratory,Coronavirus,2020-05-06,2020-05-19,LTCH,13
Respiratory,Coronavirus,2020-05-06,2020-05-26,Retirement Home,20
Respiratory,Coronavirus,2020-05-05,2020-05-13,LTCH,8
Respiratory,Coronavirus,2020-05-05,2020-05-19,Retirement Home,14
Respiratory,Coronavirus,2020-05-05,2020-05-19,Acute Care,14
Respiratory,Coronavirus,2020-05-04,2020-05-24,Chronic Care,20
Respiratory,Coronavirus,2020-05-04,2020-05-25,LTCH,21
Respiratory,Coronavirus,2020-05-03,2020-05-18,LTCH,15
Respiratory,Coronavirus,2020-05-03,2020-05-21,Acute Care,18
Respiratory,Coronavirus,2020-05-01,2020-05-15,LTCH,14
Respiratory,Coronavirus,2020-05-01,2020-05-21,LTCH,20
Respiratory,Coronavirus,2020-05-01,2020-06-04,LTCH,34
Respiratory,Coronavirus,2020-04-30,2020-05-08,Retirement Home,8
Respiratory,Coronavirus,2020-04-30,2020-05-15,LTCH,15
Respiratory,Coronavirus,2020-04-30,2020-05-16,Acute Care,16
Respiratory,Coronavirus,2020-04-30,2020-05-20,Acute Care,20
Respiratory,Coronavirus,2020-04-30,2020-06-06,Retirement Home,37
Respiratory,Coronavirus,2020-04-30,2020-06-06,LTCH,37
Respiratory,Coronavirus,2020-04-29,2020-05-15,Retirement Home,16
Respiratory,Coronavirus,2020-04-29,2020-05-19,LTCH,20
Enteric,Clostridium Difficile,2020-04-28,2020-05-11,Acute Care,13
Respiratory,Coronavirus,2020-04-28,2020-06-02,Chronic Care,35
Respiratory,Coronavirus,2020-04-27,2020-05-11,Acute Care,14
Respiratory,Coronavirus,2020-04-27,2020-05-27,Acute Care,30
Respiratory,Coronavirus,2020-04-26,2020-05-12,LTCH,16
Respiratory,Coronavirus,2020-04-26,2020-05-17,Chronic Care,21
Respiratory,Coronavirus,2020-04-25,2020-05-08,LTCH,13
Respiratory,Coronavirus,2020-04-24,2020-05-14,Retirement Home,20
Respiratory,Coronavirus,2020-04-24,2020-06-23,LTCH,60
Respiratory,Coronavirus,2020-04-24,2020-07-05,LTCH,72
Respiratory,Coronavirus,2020-04-23,2020-05-08,LTCH,15
Respiratory,Coronavirus,2020-04-23,2020-05-11,LTCH,18
Respiratory,Coronavirus,2020-04-23,2020-05-11,Acute Care,18
Respiratory,Coronavirus,2020-04-21,2020-05-17,LTCH,26
Respiratory,Coronavirus,2020-04-21,2020-08-07,LTCH,108
Respiratory,Coronavirus,2020-04-20,2020-05-03,Acute Care,13
Respiratory,Coronavirus,2020-04-20,2020-05-12,LTCH,22
Respiratory,Coronavirus,2020-04-20,2020-05-27,LTCH,37
Respiratory,Coronavirus,2020-04-18,2020-05-11,Acute Care,23
Respiratory,Coronavirus,2020-04-18,2020-05-22,Chronic Care,34
Respiratory,Coronavirus,2020-04-17,2020-06-18,LTCH,62
Respiratory,Coronavirus,2020-04-16,2020-05-01,LTCH,15
Respiratory,Coronavirus,2020-04-16,2020-06-02,Retirement Home,47
Respiratory,Coronavirus,2020-04-15,2020-04-30,Acute Care,15
Respiratory,Coronavirus,2020-04-15,2020-06-09,LTCH,55
Respiratory,Coronavirus,2020-04-14,2020-05-16,Chronic Care,32
Respiratory,Coronavirus,2020-04-14,2020-05-27,LTCH,43
Respiratory,Coronavirus,2020-04-14,2020-06-15,LTCH,62
Respiratory,Coronavirus,2020-04-13,2020-05-11,Acute Care,28
Respiratory,Coronavirus,2020-04-13,2020-05-19,Chronic Care,36
Respiratory,Coronavirus,2020-04-13,2020-05-20,LTCH,37
Respiratory,Coronavirus,2020-04-13,2020-05-29,Retirement Home,46
Respiratory,Coronavirus,2020-04-12,2020-05-07,Retirement Home,25
Respiratory,Coronavirus,2020-04-12,2020-04-15,LTCH,3
Respiratory,Coronavirus,2020-04-12,2020-04-22,LTCH,10
Respiratory,Coronavirus,2020-04-12,2020-04-26,Acute Care,14
Respiratory,Coronavirus,2020-04-12,2020-05-04,LTCH,22
Respiratory,Coronavirus,2020-04-12,2020-05-07,Retirement Home,25
Respiratory,Coronavirus,2020-04-12,2020-05-07,Retirement Home,25
Respiratory,Coronavirus,2020-04-11,2020-05-15,LTCH,34
Respiratory,Coronavirus,2020-04-11,2020-05-24,Retirement Home,43
Respiratory,Coronavirus,2020-04-10,2020-05-11,Chronic Care,31
Respiratory,Coronavirus,2020-04-10,2020-05-20,Retirement Home,40
Respiratory,Coronavirus,2020-04-10,2020-05-20,LTCH,40
Respiratory,Coronavirus,2020-04-10,2020-05-31,Retirement Home,51
Respiratory,Coronavirus,2020-04-10,2020-06-23,LTCH,74
Respiratory,Coronavirus,2020-04-09,2020-05-14,LTCH,35
Respiratory,Coronavirus,2020-04-09,2020-06-01,Retirement Home,53
Respiratory,Coronavirus,2020-04-09,2020-07-08,LTCH,90
Respiratory,Coronavirus,2020-04-07,2020-04-21,LTCH,14
Respiratory,Coronavirus,2020-04-07,2020-05-01,LTCH,24
Respiratory,Coronavirus,2020-04-07,2020-05-12,Retirement Home,35
Respiratory,Coronavirus,2020-04-07,2020-05-14,LTCH,37
Respiratory,Coronavirus,2020-04-07,2020-06-16,LTCH,70
Respiratory,Coronavirus,2020-04-07,2020-07-11,LTCH,95
Respiratory,Coronavirus,2020-04-06,2020-04-23,Retirement Home,17
Respiratory,Coronavirus,2020-04-06,2020-04-30,Retirement Home,24
Respiratory,Coronavirus,2020-04-06,2020-07-12,LTCH,97
Respiratory,Coronavirus,2020-04-06,2020-07-17,LTCH,102
Respiratory,Rhinovirus,2020-04-06,2020-04-26,LTCH,20
Respiratory,Unknown,2020-04-06,2020-04-15,LTCH,9
Respiratory,Coronavirus,2020-04-05,2020-04-13,Chronic Care,8
Respiratory,Coronavirus,2020-04-04,2020-06-05,LTCH,62
Respiratory,Coronavirus,2020-04-04,2020-06-08,LTCH,65
Respiratory,Coronavirus,2020-04-03,2020-04-23,Retirement Home,20
